Id	Polaridad	Happiness	Anger	Fear	Repulsion	Surprise	Sadness	interest
1787	0	0	0	0	0	0	0	Unidentified
1788	0	0	0	0	0	0	0	Unidentified
1789	0	0	0	0	0	0	0	Unidentified
1790	0	0	0	0	0	0	0	Unidentified
1791	0	0	0	0	0	0	0	Unidentified
1792	0	0	0	0	0	0	0	Unidentified
1793	0	0	0	0	0	0	0	Unidentified
1794	0	0	0	0	0	0	0	Unidentified
1795	0	0	0	0	0	0	0	Unidentified
1796	0	0	0	0	0	0	0	Unidentified
1797	0	0	0	0	0	0	0	Unidentified
1798	0	0	0	0	0	0	0	Unidentified
1799	0	0	0	0	0	0	0	Unidentified
1800	0	0	0	0	0	0	0	Unidentified
1801	0	0	0	0	0	0	0	Unidentified
1802	0	0	0	0	0	0	0	Unidentified
1803	0	0	0	0	0	0	0	Unidentified
1804	0	0	0	0	0	0	0	Unidentified
1805	0	0	0	0	0	0	0	Unidentified
1806	0	0	0	0	0	0	0	Unidentified
1807	0	0	0	0	0	0	0	Unidentified
1808	0	0	0	0	0	0	0	Unidentified
1809	0	0	0	0	0	0	0	Unidentified
1810	0	0	0	0	0	0	0	Unidentified
1811	0	0	0	0	0	0	0	Unidentified
1812	0	0	0	0	0	0	0	Unidentified
1813	0	0	0	0	0	0	0	Unidentified
1814	0	0	0	0	0	0	0	Unidentified
1815	0	0	0	0	0	0	0	Unidentified
1816	0	0	0	0	0	0	0	Sports
1817	0	0	0	0	0	0	0	Unidentified
1818	0	0	0	0	0	0	0	Unidentified
1819	0	0	0	0	0	0	0	Unidentified
1820	0	0	0	0	0	0	0	Unidentified
1821	0	0	0	0	0	0	0	Unidentified
1822	0	0	0	0	0	0	0	Unidentified
1823	0	0	0	0	0	0	0	Unidentified
1824	0	0	0	0	0	0	0	Unidentified
1825	0	0	0	0	0	0	0	Unidentified
1826	0	0	0	0	0	0	0	Unidentified
1827	0	0	0	0	0	0	0	Unidentified
1828	0	0	0	0	0	0	0	Unidentified
1829	0	0	0	0	0	0	0	Unidentified
1830	0	0	0	0	0	0	0	Unidentified
1831	0	0	0	0	0	0	0	Unidentified
1832	0	0	0	0	0	0	0	Unidentified
1833	0	0	0	0	0	0	0	Unidentified
1834	0	0	0	0	0	0	0	Unidentified
1835	0	0	0	0	0	0	0	Unidentified
1836	0	0	0	0	0	0	0	Unidentified
1837	0	0	0	0	0	0	0	Unidentified
1838	0	0	0	0	0	0	0	Unidentified
1839	0	0	0	0	0	0	0	Unidentified
1840	0	0	0	0	0	0	0	Unidentified
1841	0	0	0	0	0	0	0	Unidentified
1842	0	0	0	0	0	0	0	Unidentified
1843	0	0	0	0	0	0	0	Unidentified
1844	0	0	0	0	0	0	0	Unidentified
1845	0	0	0	0	0	0	0	Unidentified
1846	0	0	0	0	0	0	0	Unidentified
1847	0	0	0	0	0	0	0	Unidentified
1848	0	0	0	0	0	0	0	Unidentified
1849	0	0	0	0	0	0	0	Unidentified
1850	0	0	0	0	0	0	0	Unidentified
1851	0	0	0	0	0	0	0	Unidentified
1852	0	0	0	0	0	0	0	Unidentified
1853	0	0	0	0	0	0	0	Unidentified
1854	0	0	0	0	0	0	0	Unidentified
1855	0	0	0	0	0	0	0	Unidentified
1856	0	0	0	0	0	0	0	Unidentified
1857	0	0	0	0	0	0	0	Unidentified
1858	0	0	0	0	0	0	0	Unidentified
1859	0	0	0	0	0	0	0	Unidentified
1860	0	0	0	0	0	0	0	Unidentified
1861	0	0	0	0	0	0	0	Unidentified
1862	0	0	0	0	0	0	0	Unidentified
1863	0	0	0	0	0	0	0	Unidentified
1864	0	0	0	0	0	0	0	Unidentified
1865	0	0	0	0	0	0	0	Unidentified
1866	0	0	0	0	0	0	0	Unidentified
1867	0	0	0	0	0	0	0	Unidentified
1868	0	0	0	0	0	0	0	Unidentified
1869	0	0	0	0	0	0	0	Unidentified
1870	0	0	0	0	0	0	0	Unidentified
1871	0	0	0	0	0	0	0	Unidentified
1872	0	0	0	0	0	0	0	Unidentified
1873	0	0	0	0	0	0	0	Unidentified
1874	0	0	0	0	0	0	0	Unidentified
1875	0	0	0	0	0	0	0	Unidentified
1876	0	0	0	0	0	0	0	Unidentified
1877	0	0	0	0	0	0	0	Unidentified
1878	0	0	0	0	0	0	0	Unidentified
1879	0	0	0	0	0	0	0	Unidentified
1880	0	0	0	0	0	0	0	Unidentified
1881	0	0	0	0	0	0	0	Unidentified
1882	0	0	0	0	0	0	0	Unidentified
1883	0	0	0	0	0	0	0	Unidentified
1884	0	0	0	0	0	0	0	Unidentified
1885	0	0	0	0	0	0	0	Unidentified
1886	0	0	0	0	0	0	0	Unidentified
1887	0	0	0	0	0	0	0	Unidentified
1888	0	0	0	0	0	0	0	Unidentified
1889	0	0	0	0	0	0	0	Unidentified
1890	0	0	0	0	0	0	0	Unidentified
1891	0	0	0	0	0	0	0	Unidentified
1892	0	0	0	0	0	0	0	Unidentified
1893	0	0	0	0	0	0	0	Unidentified
1894	0	0	0	0	0	0	0	Unidentified
1895	0	0	0	0	0	0	0	Unidentified
1896	0	0	0	0	0	0	0	Unidentified
1897	0	0	0	0	0	0	0	Unidentified
1898	0	0	0	0	0	0	0	Unidentified
1899	0	0	0	0	0	0	0	Unidentified
1900	0	0	0	0	0	0	0	Unidentified
1901	0	0	0	0	0	0	0	Unidentified
1902	0	0	0	0	0	0	0	Unidentified
1903	0,6	0	0	0	0	0	0	Unidentified
1904	0	0	0	0	0	0	0	Unidentified
1905	0	0	0	0	0	0	0	Unidentified
1906	0	0	0	0	0	0	0	Unidentified
1907	0	0	0	0	0	0	0	Unidentified
1908	0	0	0	0	0	0	0	Unidentified
1909	0	0	0	0	0	0	0	Unidentified
1910	-0,6	0	0	0	0	0	0	Unidentified
1911	0	0	0	0	0	0	0	Unidentified
1912	0	0	0	0	0	0	0	Unidentified
1913	-0,65	0	0	0	0	0	0	Unidentified
1914	0	0	0	0	0	0	0	Unidentified
1915	0	0	0	0	0	0	0	Unidentified
1916	0	0	0	0	0	0	0	Unidentified
1917	0,5	0	0	0	0	0	0	Unidentified
1918	0	0	0	0	0	0	0	Unidentified
1919	0	0	0	0	0	0	0	Unidentified
1920	0	0	0	0	0	0	0	Unidentified
1921	0	0,35	0	0	0	0	0	Unidentified
1922	0	0	0	0	0	0	0	Unidentified
1923	0	0	0	0	0	0	0	Unidentified
1924	0	0	0	0	0	0	0	Unidentified
1925	0	0	0	0	0	0	0	Unidentified
1926	0	0	0	0	0	0	0	Unidentified
1927	0	0	0	0	0	0	0	Unidentified
1928	0	0	0	0	0	0	0	Unidentified
1929	0	0,7	0	0	0	0	0	Unidentified
1930	0	0	0	0	0	0	0	Unidentified
1931	0	0	0	0	0	0	0	Unidentified
1932	0	0	0	0	0	0	0	Unidentified
1933	0	0	0	0	0	0	0	Unidentified
1934	0,3	0	0	0	0	0	0	Unidentified
1935	0	0,3	0	0	0	0	0	Unidentified
1936	1	1	0	0	0	0	0	Unidentified
1937	1	0,85	0	0	0	0	0	Unidentified
1938	0	0	0	0	0	0	0	Unidentified
1939	0	0	0	0	0	0	0	Unidentified
1940	0	0	0	0	0	0	0	Unidentified
1941	0	0	0	0	0	0	0	Unidentified
1942	0	0	0	0	0	0	0	Unidentified
1943	0	0	0	0	0	0	0	Unidentified
1944	0	0	0	0	0	0	0	Unidentified
1945	0,7	0	0	0	0	0	0	Unidentified
1946	0	0	0	0	0	0	0	Unidentified
1947	0	0	0	0	0	0	0	Unidentified
1948	0	0	0	0	0	0	0	Unidentified
1949	0	0,466666667	0	0	0	0	0	Sports
1950	1	0,75	0	0	0	0	0	Unidentified
1951	0	0	0	0	0	0	0	Sports
1952	0	0	0	0	0	0	0	Sports
1953	0	0	0	0	0	0	0	Sports
1954	0	0	0	0	0	0	0	Sports
1955	0	0	0	0	0	0	0	Sports
1956	0	0	0	0	0	0	0	Sports
1957	0	0,6	0	0	0	0	0	Sports
1958	0	0	0	0	0	0	0	Sports
1959	0	0	0	0	0	0	0	Sports
1960	0	0	0	0	0	0	0	Sports
1961	0	0	0	0	0	0	0	Sports
1962	0	0	0	0	0	0	0	Sports
1963	0	0,3	0	0	0	0	0	Sports
1964	0	0,6	0	0	0	0	0	Sports
1965	0	0	0	0	0	0	0	Sports
1966	0	0	0	0	0	0	0	Sports
1967	0	0	0	0	0	0	0	Sports
1968	0	0	0	0	0	0	0	Sports
1969	0	0	0	0	0	0	0	Sports
1970	0	0,3	0	0	0	0	0	Sports
1971	0	0,6	0	0	0	0	0	Sports
1972	0	0	0	0	0	0	0	Sports
1973	0	0	0	0	0	0	0	Sports
1974	0	0	0	0	0	0	0	Sports
1975	0	0	0	0	0	0	0	Sports
1976	0	0	0	0	0	0	0	Sports
1977	0	0,3	0	0	0	0	0	Sports
1978	0	0,3	0	0	0	0	0	Sports
1979	0	0	0	0	0	0	0	Unidentified
1980	0	0	0	0	0	0	0	Unidentified
1981	0	0	0	0	0	0	0	Technology
1982	0	0	0	0	0	0	0	Unidentified
1983	0	0	0	0	0	0	0	Unidentified
1984	0,85	0,85	0	0	0	0	0	Unidentified
1985	0	0	0	0	0	0	0	Unidentified
1986	0	0	0	0	0	0	0	Unidentified
1987	1	0,5	0	0	0	0	0	Unidentified
1988	0	0	0	0	0	0	0	Unidentified
1989	0	0	0	0	0	0	0	Unidentified
1990	0	0	0	0	0	0	0	Unidentified
1991	0	0	0	0	0	0	0	Entertainment
1992	0	0	0	0	0	0	0	Entertainment
1993	0	0	0	0	0	0	0	Entertainment
1994	0	0	0	0	0	0	0	Entertainment
1995	0	0	0	0	0	0	0	Entertainment
1996	0	0	0	0	0	0	0	Entertainment
1997	0	0	0	0	0	0	0	Entertainment
1998	0	0	0	0	0	0	0	Entertainment
1999	0	1	0	0	0	0	0	Entertainment
2000	0	0	0	0	0	0	0	Entertainment
2001	0	0	0	0	0	0	0	Entertainment
2002	0	0	0	0	0	0	0	Entertainment
2003	0	0	0	0	0	0	0	Unidentified
2004	0	0	0	0	0	0	0	Entertainment
2005	0,2	0,25	0	0	0	0	0	Entertainment
2006	0	0,5	0	0	0	0	0	Entertainment
2007	0	0	0	0	0	0	0	Entertainment
2008	0	0	0	0	0	0	0	Entertainment
2009	0	0	0	0	0	0	0	Entertainment
2010	0	0	0	0	0	0	0	Entertainment
2011	0	0	0	0	0	0	0	Entertainment
2012	0	0,25	0	0	0	0	0	Entertainment
2013	0	0,5	0	0	0	0	0	Entertainment
2014	0	0	0	0	0	0	0	Unidentified
2015	0	0	0	0	0	0	0	Technology
2016	0	0	0	0	0	0	0	Unidentified
2017	0	0	0	0	0	0	0	Unidentified
2018	0	0	0	0	0	0	0	Unidentified
2019	0	0	0	0	0	0	0	Technology
2020	0	0	0	0	0	0	0	Unidentified
2021	0	0	0	0	0	0	0	Unidentified
2022	0	0	0	0	0	0	0	Unidentified
2023	0	0	0	0	0	0	0	Technology
2024	0	0	0	0	0	0	0	Technology
2025	0	0	0	0	0	0	0	Technology
2026	0	0	0	0	0	0	0	Technology
2027	0	0	0	0	0	0	0	Unidentified
2028	0	0	0	0	0	0	0	Unidentified
2029	0	0	0	0	0	0	0	Technology
2030	0	0	0	0	0	0	0	Technology
2031	0	0	0	0	0	0	0	Technology
2032	0	0	0	0	0	0	0	Entertainment
2033	0	0	0	0	0	0	0	Entertainment
2034	0	0	0	0	0	0	0	Unidentified
2035	0	0	0	0	0	0	0	Unidentified
2036	0	0	0	0	0	0	0	Technology
2037	0	0	0	0	0	0	0	Technology
2038	0	0	0	0	0	0	0	Entertainment
2039	0	0	0	0	0	0	0	Entertainment
2040	0	0	0	0	0	0	0	Unidentified
2041	0	0	0	0	0	0	0	Unidentified
2042	0	0	0	0	0	0	0	Unidentified
2043	0	0	0	0	0	0	0	Unidentified
2044	0	0	0	0	0	0	0	Unidentified
2045	0	0	0	0	0	0	0	Entertainment
2046	0	0	0	0	0	0	0	Unidentified
2047	0	0	0	0	0	0	0	Unidentified
2048	0	0	0	0	0	0	0	Unidentified
2049	0	0	0	0	0	0	0	Unidentified
2050	0	0	0	0	0	0	0	Unidentified
2051	0	0	0	0	0	0	0	Unidentified
2052	0	0	0	0	0	0	0	Unidentified
2053	0	0	0	0	0	0	0	Unidentified
2054	0	0	0	0	0	0	0	Unidentified
2055	0	0	0	0	0	0	0	Unidentified
2056	0	0	0	0	0	0	0	Unidentified
2057	0	0	0	0	0	0	0	Unidentified
2058	0	0	0	0	0	0	0	Unidentified
2059	0	0	0	0	0	0	0	Unidentified
2060	0	0	0	0	0	0	0	Unidentified
2061	0	0	0	0	0	0	0	Unidentified
2062	0	0	0	0	0	0	0	Unidentified
2063	0	0	0	0	0	0	0	Unidentified
2064	0	0	0	0	0	0	0	Unidentified
2065	0	0	0	0	0	0	0	Unidentified
2066	0	0	0	0	0	0	0	Unidentified
2067	0	0	0	0	0	0	0	Unidentified
2068	0	0	0	0	0	0	0	Unidentified
2069	0	0,5	0	0	0	0	0	Unidentified
2070	0	0	0	0	0	0	0	Unidentified
2071	0	0	0	0	0	0	0	Unidentified
2072	0	0	0	0	0	0	0	Unidentified
2073	0	0	0	0	0	0	0	Unidentified
2074	0	0	0	0	0	0	0	Unidentified
2075	0	0	0	0	0	0	0	Unidentified
2076	0	0,5	0	0	0	0	0	Unidentified
2077	0	0	0	0	0	0	0	Unidentified
2078	0	0	0	0	0	0	0	Unidentified
2079	0	0	0	0	0	0	0	Unidentified
2080	0	0	0	0	0	0	0	Unidentified
2081	0	0	0	0	0	0	0	Unidentified
2082	0	0	0	0	0	0	0	Unidentified
2083	0	1	0	0	0	0	0	Unidentified
2084	0	0	0	0	0	0	0	Unidentified
2085	0	0	0	0	0	0	0	Unidentified
2086	0	0	0	0	0	0	0	Unidentified
2087	0	0	0	0	0	0	0	Unidentified
2088	0	0	0	0	0	0	0	Unidentified
2089	0	0	0	0	0	0	0	Unidentified
2090	0	0	0	0	0	0	0	Unidentified
2091	0	0	0	0	0	0	0	Unidentified
2092	0	0	0	0	0	0	0	Unidentified
2093	0	0	0	0	0	0	0	Unidentified
2094	0	0	0	0	0	0	0	Unidentified
2095	0	0	0	0	0	0	0	Unidentified
2096	0	0	0	0	0	0	0	Unidentified
2097	0	0	0	0	0	0	0	Unidentified
2098	0	0	0	0	0	0	0	Unidentified
2099	0	0	0	0	0	0	0	Unidentified
2100	0	0	0	0	0	0	0	Unidentified
2101	0	0	0	0	0	0	0	Unidentified
2102	0	0	0	0	0	0	0	Unidentified
2103	0	0	0	0	0	0	0	Unidentified
2104	0	0	0	0	0	0	0	Unidentified
2105	0	0	0	0	0	0	0	Unidentified
2106	0	0	0	0	0	0	0	Unidentified
2107	0	0	0	0	0	0	0	Unidentified
2108	0	0	0	0	0	0	0	Unidentified
2109	0	0	0	0	0	0	0	Unidentified
2110	0	0	0	0	0	0	0	Unidentified
2111	0	0	0	0	0	0	0	Unidentified
2112	0	0	0	0	0	0	0	Unidentified
2113	0	0	0	0	0	0	0	Unidentified
2114	0	0	0	0	0	0	0	Unidentified
2115	0	0	0	0	0	0	0	Unidentified
2116	0	0	0	0	0	0	0	Unidentified
2117	0	0	0	0	0	0	0	Unidentified
2118	0	0	0	0	0	0	0	Unidentified
2119	0	0	0	0	0	0	0	Unidentified
2120	0	0	0	0	0	0	0	Unidentified
2121	0	0	0	0	0	0	0	Unidentified
2122	0	0	0	0	0	0	0	Unidentified
2123	0	0	0	0	0	0	0	Unidentified
2124	0	0	0	0	0	0	0	Unidentified
2125	0	0	0	0	0	0	0	Unidentified
2126	0	0	0	0	0	0	0	Unidentified
2127	0	0	0	0	0	0	0	Unidentified
2128	0	0	0	0	0	0	0	Unidentified
2129	0	0	0	0	0	0	0	Unidentified
2130	0	0	0	0	0	0	0	Unidentified
2131	-0,2	0	0,2	0,2	0	0	0	Unidentified
2132	-0,7	0	0	0	0	0	0	Unidentified
2133	0	0	0	0	0	0	0	Unidentified
2134	0	0	0	0	0	0	0	Unidentified
2135	0	0	0	0	0	0	0	Unidentified
2136	0	0	0	0	0	0	0	Unidentified
2137	0	0	0	0	0	0	0	Unidentified
2138	0	0	0	0	0	0	0	Unidentified
2139	0	0	0	0	0	0	0	Unidentified
2140	0	0	0	0	0	0	0	Unidentified
2141	0	0	0	0	0	0	0	Unidentified
2142	0	0	0	0	0	0	0	Unidentified
2143	0	0	0	0	0	0	0	Health
2144	0	0	0	0	0	0	0	Unidentified
2145	0	0	0	0	0,5	0,5	0	Unidentified
2146	0	0	0	0	0,5	0,5	0	Unidentified
2147	-0,85	0	0	0	0	0	0	Unidentified
2148	0	0	0	0	0	0	0	Unidentified
2149	0	0	0	0	0	0	0	Unidentified
2150	0	0	0	0	0	0	0	Unidentified
2151	0	0	0	0	0	0	0	Unidentified
2152	0	0	0	0	0	0	0	Unidentified
2153	0	0	0	0	0,5	0,5	0	Unidentified
2154	0	0	0	0	0	0	0	Unidentified
2155	0	0	0	0	0	0	0	Unidentified
2156	0	0	0	0	0	0	0	Unidentified
2157	0	0	0	0	0	0	0	Unidentified
2158	0	0	0	0	0	0	0	Unidentified
2159	0	0	0	0	0	0	0	Unidentified
2160	0	0	0	0	0,5	0,5	0	Unidentified
2161	0	0	0	0	0	0	0	Unidentified
2162	0	0	0	0	0	0	0	Unidentified
2163	0	0	0	0	0	0	0	Unidentified
2164	0	0	0	0	0	0	0	Unidentified
2165	-0,35	0	0	0	0	0	0	Unidentified
2166	0	0	0	0	0	0	0	Unidentified
2167	-0,6	0	0	0	1	1	0	Unidentified
2168	-0,6	0	0	0	0	0	0	Unidentified
2169	0	0	0	0	0	0	0	Unidentified
2170	0	0	0	0	0	0	0	Unidentified
2171	0	0	0	0	0	0	0	Unidentified
2172	0	0	0	0	0	0	0	Unidentified
2173	-0,6	0	0	0	0,5	0,5	0	Unidentified
2174	-0,6	0	0	0	1	1	0	Unidentified
2175	-0,6	0	0	0	0	0	0	Unidentified
2176	0	0	0	0	0	0	0	Unidentified
2177	0	0	0	0	0	0	0	Unidentified
2178	0	0	0	0	0	0	0	Unidentified
2179	0	0	0	0	0	0	0	Unidentified
2180	0	0	0	0	0	0	0	Unidentified
2181	0	0	0	0	0	0	0	Unidentified
2182	0	0	0	0	0	0	0	Unidentified
2183	0	0	0	0	0	0	0	Unidentified
2184	0	0	0	0	0	0	0	Unidentified
2185	0	0	0	0	0	0	0	Unidentified
2186	0	0	0	0	0	0	0	Unidentified
2187	0	0	0	0	0	0	0	Unidentified
2188	0	0	0	0	0	0	0	Unidentified
2189	0	0	0	0	0	0	0	Unidentified
2190	0	0	0	0	0	0	0	Unidentified
2191	0	0	0	0	0	0	0	Unidentified
2192	0	0	0	0	0	0	0	Unidentified
2193	0	0	0	0	0	0	0	Unidentified
2194	0	0	0	0	0	0	0	Unidentified
2195	0	0	0	0	0	0	0	Unidentified
2196	0	0	0	0	0	0	0	Unidentified
2197	0	0	0	0	0	0	0	Unidentified
2198	0	0	0	0	0	0	0	Unidentified
2199	0	0	0	0	0	0	0	Unidentified
2200	0	0	0	0	0	0	0	Unidentified
2201	0	0	0	0	0	0	0	Unidentified
2202	0	0	0	0	0	0	0	Unidentified
2203	0	0	0	0	0	0	0	Unidentified
2204	0	0	0	0	0	0	0	Unidentified
2205	0	0	0	0	0	0	0	Unidentified
2206	0	0	0	0	0	0	0	Unidentified
2207	0	0	0	0	0	0	0	Unidentified
2208	0	0	0	0	0	0	0	Unidentified
2209	0	0	0	0	0	0	0	Unidentified
2210	0	0	0	0	0	0	0	Unidentified
2211	0	0	0	0	0	0	0	Unidentified
2212	0	0	0	0	0	0	0	Unidentified
2213	0	0	0	0	0	0	0	Unidentified
2214	0	0	0	0	0	0	0	Unidentified
2215	0	0	0	0	0	0	0	Unidentified
2216	0	0	0	0	0	0	0	Unidentified
2217	0	0	0	0	0	0	0	Unidentified
2218	0	0	0	0	0	0	0	Unidentified
2219	0	0	0	0	0	0	0	Unidentified
2220	0	0	0	0	0	0	0	Unidentified
2221	0	0	0	0	0	0	0	Unidentified
2222	0	0	0	0	0	0	0	Unidentified
2223	0	0	0	0	0	0	0	Unidentified
2224	0	0	0	0	0	0	0	Unidentified
2225	0	0	0	0	0	0	0	Unidentified
2226	0	0	0	0	0	0	0	Unidentified
2227	0	0	0	0	0	0	0	Unidentified
2228	0	0	0	0	0	0	0	Unidentified
2229	0	0	0	0	0	0	0	Unidentified
2230	0	0	0	0	0	0	0	Unidentified
2231	0	0	0	0	0	0	0	Unidentified
2232	0	0	0	0	0	0	0	Unidentified
2233	0	0	0	0	0	0	0	Unidentified
2234	0	0	0	0	0	0	0	Unidentified
2235	0	0	0	0	0	0	0	Unidentified
2236	0	0	0	0	0	0	0	Unidentified
2237	0	0	0	0	0	0	0	Unidentified
2238	0	0	0	0	0	0	0	Unidentified
2239	0	0	0	0	0	0	0	Unidentified
2240	0	0	0	0	0	0	0	Unidentified
2241	0	0	0	0	0	0	0	Unidentified
2242	0	0	0	0	0	0	0	Unidentified
2243	0	0	0	0	0	0	0	Unidentified
2244	0	0	0	0	0	0	0	Unidentified
2245	0	0	0	0	0	0	0	Unidentified
2246	0	0	0	0	0	0	0	Unidentified
2247	0	0	0	0	0	0	0	Unidentified
2248	0	0	0	0	0	0	0	Unidentified
2249	0	0	0	0	0	0	0	Unidentified
2250	0	0	0	0	0	0	0	Unidentified
2251	0	0	0	0	0	0	0	Unidentified
2252	0	0	0	0	0	0	0	Unidentified
2253	0	0	0	0	0	0	0	Unidentified
2254	0	0	0	0	0	0	0	Unidentified
2255	0	0	0	0	0	0	0	Unidentified
2256	0	0	0	0	0	0	0	Unidentified
2257	0,65	0,25	0	0	0	0	0	Unidentified
2258	0,6	0	0	0	0	0	0	Unidentified
2259	0,6	0	0	0	0	0	0	Unidentified
2260	0	0	0	0	0	0	0	Unidentified
2261	0	0	0	0	0	0	0	Unidentified
2262	0	0	0	0	0	0	0	Unidentified
2263	0	0	0	0	0	0	0	Unidentified
2264	0	0	0	0	0,15	0,15	0	Unidentified
2265	0	0	0	0	0	0	0	Unidentified
2266	0	0	0	0	0	0	0	Unidentified
2267	0	0	0	0	0	0	0	Unidentified
2268	0	0	0	0	0	0	0	Unidentified
2269	0	0	0	0	0	0	0	Unidentified
2270	0	0	0	0	0	0	0	Unidentified
2271	0	0	0	0	0	0	0	Unidentified
2272	0,5	0	0	0	0	0	0	Unidentified
2273	0	0	0	0	0	0	0	Unidentified
2274	0	0	0	0	0	0	0	Unidentified
2275	0	0	0	0	0	0	0	Unidentified
2276	0	0	0	0	0	0	0	Unidentified
2277	0	0	0	0	0	0	0	Unidentified
2278	0	0	0	0	0	0	0	Unidentified
2279	0	0	0	0	0	0	0	Unidentified
2280	0	0	0	0	0	0	0	Unidentified
2281	0	0	0	0	0	0	0	Unidentified
2282	0	0	0	0	0	0	0	Unidentified
2283	0	0	0	0	0	0	0	Unidentified
2284	0	0	0	0	0	0	0	Unidentified
2285	0	0	0	0	0	0	0	Unidentified
2286	0	0	0	0	0	0	0	Unidentified
2287	0	0	0	0	0	0	0	Unidentified
2288	0	0	0	0	0	0	0	Unidentified
2289	0	0	0	0	0	0	0	Unidentified
2290	0	0	0	0	0	0	0	Unidentified
2291	0	0	0	0	0	0	0	Unidentified
2292	0	0	0	0	0	0	0	Unidentified
2293	0	0	0	0	0	0	0	Unidentified
2294	0	0	0	0	0	0	0	Unidentified
2295	0,6	0	0	0	0	0	0	Unidentified
2296	0	0	0	0	0	0	0	Unidentified
2297	0	0	0	0	0	0	0	Unidentified
2298	0	0	0	0	0	0	0	Unidentified
2299	0	0	0	0	0	0	0	Unidentified
2300	0	0	0	0	0	0	0	Unidentified
2301	0	0	0	0	0	0	0	Unidentified
2302	0	0	0	0	0	0	0	Unidentified
2303	0	0	0	0	0	0	0	Unidentified
2304	0	0	0	0	0	0	0	Unidentified
2305	0	0	0	0	0	0	0	Unidentified
2306	0	0	0	0	0	0	0	Unidentified
2307	0	0	0	0	0	0	0	Unidentified
2308	0	0	0	0	0	0	0	Unidentified
2309	0	0	0	0	0	0	0	Unidentified
2310	0	0	0	0	0	0	0	Unidentified
2311	0	0	0	0	0	0	0	Unidentified
2312	0	0	0	0	0	0	0	Unidentified
2313	0,5	0	0	0	0	0	0	Unidentified
2314	0	0	0	0	0	0	0	Unidentified
2315	0	0	0	0	0	0	0	Unidentified
2316	0	0	0	0	0	0	0	Unidentified
2317	0	0	0	0	0	0	0	Unidentified
2318	0	0	0	0	0	0	0	Unidentified
2319	0	0	0	0	0	0	0	Unidentified
2320	0	0	0	0	0	0	0	Unidentified
2321	0	0	0	0	0	0	0	Unidentified
2322	0	0	0	0	0	0	0	Unidentified
2323	0	0	0	0	0	0	0	Unidentified
2324	0	0	0	0	0	0	0	Unidentified
2325	0	0	0	0	0	0	0	Unidentified
2326	0	0	0	0	0	0	0	Unidentified
2327	0	0	0	0	0	0	0	Unidentified
2328	0	0	0	0	0	0	0	Unidentified
2329	0	0	0	0	0	0	0	Unidentified
2330	0	0	0	0	0	0	0	Unidentified
2331	0	0	0	0	0	0	0	Unidentified
2332	0	0	0	0	0	0	0	Unidentified
2333	0	0	0	0	0	0	0	Unidentified
2334	0	0	0	0	0	0	0	Unidentified
2335	0	0	0	0	0	0	0	Unidentified
2336	0	0	0	0	0	0	0	Unidentified
2337	0	0	0	0	0	0	0	Unidentified
2338	0	0	0	0	0	0	0	Unidentified
2339	0	0	0	0	0	0	0	Unidentified
2340	0	0	0	0	0	0	0	Unidentified
2341	0	0	0	0	0	0	0	Unidentified
2342	0	0	0	0	0	0	0	Unidentified
2343	0	0	0	0	0	0	0	Unidentified
2344	0	0	0	0	0	0	0	Unidentified
2345	0	0	0	0	0	0	0	Unidentified
2346	0	0	0	0	0	0	0	Unidentified
2347	0	0	0	0	0	0	0	Unidentified
2348	0	0	0	0	0	0	0	Unidentified
2349	0	0	0	0	0	0	0	Unidentified
2350	0	0	0	0	0	0	0	Unidentified
2351	0	0	0	0	0	0	0	Unidentified
2352	0	0	0	0	0	0	0	Unidentified
2353	0	0	0	0	0	0	0	Unidentified
2354	0	0	0	0	0	0	0	Unidentified
2355	0	0	0	0	0	0	0	Unidentified
2356	0	0	0	0	0	0	0	Unidentified
2357	0	0	0	0	0	0	0	Unidentified
2358	0	0	0	0	0	0	0	Unidentified
2359	0	0	0	0	0	0	0	Unidentified
2360	0	0	0	0	0	0	0	Unidentified
2361	0	0	0	0	0	0	0	Unidentified
2362	0	0	0	0	0	0	0	Unidentified
2363	0	0	0	0	0	0	0	Unidentified
2364	0	0	0	0	0	0	0	Unidentified
2365	0	0	0	0	0	0	0	Unidentified
2366	0	0	0	0	0	0	0	Unidentified
2367	0	0	0	0	0	0	0	Unidentified
2368	0	0	0	0	0	0	0	Unidentified
2369	0	0	0	0	0	0	0	Unidentified
2370	0	0	0	0	0	0	0	Unidentified
2371	0	0	0	0	0	0	0	Unidentified
2372	0	0	0	0	0	0	0	Unidentified
2373	0	0	0	0	0	0	0	Unidentified
2374	0	0	0	0	0	0	0	Unidentified
2375	0	0	0	0	0	0	0	Unidentified
2376	0	0	0	0	0	0	0	Unidentified
2377	0	0	0	0	0	0	0	Unidentified
2378	0	0	0	0	0	0	0	Unidentified
2379	0	0	0	0	0	0	0	Unidentified
2380	0	0	0	0	0	0	0	Unidentified
2381	0	0	0	0	0	0	0	Unidentified
2382	0	0	0	0	0	0	0	Unidentified
2383	0	0	0	0	0	0	0	Unidentified
2384	0	0	0	0	0	0	0	Unidentified
2385	0	0	0	0	0	0	0	Unidentified
2386	0	0	0	0	0	0	0	Unidentified
2387	0	0	0	0	0	0	0	Unidentified
2388	0	0	0	0	0	0	0	Unidentified
2389	0	0	0	0	0	0	0	Unidentified
2390	0	0	0	0	0	0	0	Unidentified
2391	0	0	0	0	0	0	0	Unidentified
